"formulaRank"	"molecularFormula"	"adduct"	"precursorFormula"	"NPC#pathway"	"NPC#pathway Probability"	"NPC#superclass"	"NPC#superclass Probability"	"NPC#class"	"NPC#class Probability"	"ClassyFire#superclass"	"ClassyFire#superclass probability"	"ClassyFire#class"	"ClassyFire#class Probability"	"ClassyFire#subclass"	"ClassyFire#subclass Probability"	"ClassyFire#level 5"	"ClassyFire#level 5 Probability"	"ClassyFire#most specific class"	"ClassyFire#most specific class Probability"	"ClassyFire#all classifications"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"
1	"C15H12O7"	"[M - H2O + H]+"	"C15H11O6+"	"Shikimates and Phenylpropanoids"	0.998	"Flavonoids"	0.987	"Flavan-3-ols"	0.534	"Phenylpropanoids and polyketides"	0.953	"Flavonoids"	0.878	"Flavans"	0.895	"Flavanones"	0.652	"Flavanonols"	0.529	"Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	287.055	1058	17.629	"673189536100835541"	"673151047279541031"	"2043"	
1	"C15H18O7"	"[M - H2O + H]+"	"C15H17O6+"	"Shikimates and Phenylpropanoids"	0.327	"Phenylpropanoids (C6-C3)"	0.577	"Cinnamic acids and derivatives"	0.496	"Phenylpropanoids and polyketides"	0.936	"Cinnamic acids and derivatives"	0.981	"Cinnamic acid esters"	0.979	"O-cinnamoyl glycosides"	0.958	"O-cinnamoyl glycosides"	0.958	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	293.102	1060	17.666	"673189539082985919"	"673151047204043544"	"2040"	
1	"C36H58O10"	"[M + Na]+"	"C36H58NaO10+"	"Terpenoids"	1.000	"Triterpenoids"	0.998	"Oleanane triterpenoids"	0.527	"Lipids and lipid-like molecules"	0.999	"Prenol lipids"	0.989	"Terpene glycosides"	0.512	"Triterpene glycosides"	0.510	"Triterpene saponins"	0.510	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Hexoses; Monosaccharides; Triterpenoids; Triterpene glycosides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Polyols; Triterpene saponins; 12-beta-hydroxysteroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	673.392	1062	17.707	"673189520049231567"	"673151047304706860"	"2047"	
1	"C30H28O13"	"[M + H]+"	"C30H29O13+"	"Shikimates and Phenylpropanoids"	0.934	"Phenolic acids (C6-C1)"	0.456	"Gallotannins"	0.357	"Benzenoids"	0.986	"Benzene and substituted derivatives"	0.928	"Benzoic acids and derivatives"	0.775	"Hydroxybenzoic acid derivatives"	0.773	"Galloyl esters"	0.777	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; Galloyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	597.160	1063	17.710	"673189707912132684"	"673151047334066993"	"2048"	
2	"C25H30N6O9"	"[M - H2O + H]+"	"C25H29N6O8+"	"Amino acids and Peptides"	0.877	"Oligopeptides"	0.622	"Purine nucleosides"	0.302	"Organic acids and derivatives"	0.996	"Carboxylic acids and derivatives"	0.985	"Amino acids, peptides, and analogues"	0.917	"Peptides"	0.556	"Peptides"	0.556	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	541.204	1063	17.714	"673189579335727187"	"673151047359232822"	"2049"	
1	"C30H48O5"	"[M + H]+"	"C30H49O5+"	"Terpenoids"	1.000	"Triterpenoids"	1.000	"Ursane and Taraxastane triterpenoids"	0.841	"Lipids and lipid-like molecules"	0.999	"Prenol lipids"	0.995	"Triterpenoids"	0.991			"Triterpenoids"	0.991	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	489.357	1063	17.715	"673189614773407004"	"673151047443118917"	"2052"	
1	"C30H46O4"	"[M - H2O + H]+"	"C30H45O3+"	"Terpenoids"	1.000	"Triterpenoids"	0.999	"Ursane and Taraxastane triterpenoids"	0.403	"Lipids and lipid-like molecules"	0.995	"Prenol lipids"	0.986	"Triterpenoids"	0.960			"Triterpenoids"	0.960	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	453.336	1063	17.718	"673189591952196218"	"673151047388592955"	"2050"	
1	"C9H10O5"	"[M - H2O + H]+"	"C9H9O4+"	"Shikimates and Phenylpropanoids"	0.912	"Phenylethanoids (C6-C2)"	0.070	"Simple phenolic acids"	0.126	"Benzenoids"	0.997	"Phenols"	0.903	"Methoxyphenols"	0.878			"Methoxyphenols"	0.878	"Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aromatic alcohols; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	181.049	1064	17.730	"673189578073241175"	"673151047417953088"	"2051"	
1	"C34H46N2O7"	"[M + K]+"	"C34H46KN2O7+"	"Polyketides"	0.713	"Linear polyketides"	0.815	"Open-chain polyketides"	0.429	"Organic acids and derivatives"	0.982	"Carboxylic acids and derivatives"	0.872	"Carboxylic acid derivatives"	0.816	"Carboxylic acid amides"	0.659	"Secondary carboxylic acid amides"	0.591	"Organic compounds; Organoheterocyclic compounds; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	633.292	1071	17.845	"673189786798614587"	"673151047468284746"	"2055"	
1	"C13H26"	"[M + H3N + H]+"	"C13H30N+"	"Fatty acids"	0.983	"Fatty acyls"	0.994	"Hydrocarbons"	0.974	"Hydrocarbons"	0.999	"Unsaturated hydrocarbons"	0.932	"Acetylenes"	0.707	"Acyclic acetylenes"	0.726	"Terminal alkynes"	0.723	"Organic compounds; Alkynes; Terminal alkynes; Hydrocarbons; Acetylenes; Acyclic acetylenes; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities"	200.237	1072	17.867	"673189582477262085"	"673151047493450575"	"2056"	
3	"C21H31BrN2O2"	"[M - H2O + H]+"	"C21H30BrN2O+"	"Alkaloids"	0.884	"Tryptophan alkaloids"	0.922	"Ergot alkaloids"	0.555	"Organic acids and derivatives"	0.623	"Carboxylic acids and derivatives"	0.592	"Amino acids, peptides, and analogues"	0.583	"Amino acids and derivatives"	0.582	"Amino acids and derivatives"	0.582	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl bromides; Organobromides; Trialkylamines; Benzenoids; Amines; Aryl halides; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	405.152	1073	17.878	"673189582292712646"	"673151047518616404"	"2057"	
1	"C35H40N4O8"	"[M + H]+"	"C35H41N4O8+"	"Alkaloids"	0.966	"Tryptophan alkaloids"	0.243	"Carboline alkaloids"	0.101	"Organoheterocyclic compounds"	0.990	"Tetrapyrroles and derivatives"	0.988	"Bilirubins"	0.647			"Bilirubins"	0.647	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	645.292	1075	17.915	"673190167339485092"	"673151047539587929"	"2058"	
2	"C28H30O14"	"[M + H]+"	"C28H31O14+"	"Shikimates and Phenylpropanoids"	0.512	"Phenolic acids (C6-C1)"	0.141	"Gallotannins"	0.148	"Benzenoids"	0.979	"Benzene and substituted derivatives"	0.883	"Benzoic acids and derivatives"	0.798	"Hydroxybenzoic acid derivatives"	0.651	"Gallic acid and derivatives"	0.517	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	591.171	1079	17.984	"673189609329200184"	"673151047564753758"	"2059"	
1	"C24H24O10"	"[M + H]+"	"C24H25O10+"	"Polyketides"	0.694	"Naphthalenes"	0.437	"Bisnaphthalenes"	0.257	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.576	"Glycosyl compounds"	0.548	"Glycosyl compounds"	0.548	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Tetralins; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	473.144	1081	18.009	"673189635115782899"	"673151047589919587"	"2060"	
1	"C16H14O8"	"[M - H2O + H]+"	"C16H13O7+"	"Shikimates and Phenylpropanoids"	0.877	"Phenylpropanoids (C6-C3)"	0.569	"Cinnamic acids and derivatives"	0.487	"Benzenoids"	0.981	"Phenols"	0.706	"Methoxyphenols"	0.507			"Methoxyphenols"	0.507	"Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	317.065	1082	18.035	"673189593332122614"	"673151047661222770"	"2063"	
1	"C14H24O6"	"[M + H]+"	"C14H25O6+"	"Fatty acids"	0.888	"Fatty esters"	0.203	"Dicarboxylic acids"	0.120	"Organic acids and derivatives"	0.973	"Carboxylic acids and derivatives"	0.962	"Carboxylic acid derivatives"	0.911	"Carboxylic acid esters"	0.871	"Carboxylic acid esters"	0.871	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	289.164	1082	18.036	"673189597924886304"	"673151047761886086"	"2068"	
1	"C14H24O6"	"[M - H2O + H]+"	"C14H23O5+"	"Fatty acids"	0.629	"Macrolides"	0.326	"Macrolide lactones"	0.560	"Organic acids and derivatives"	0.962	"Carboxylic acids and derivatives"	0.950	"Carboxylic acid derivatives"	0.922	"Carboxylic acid esters"	0.901	"Carboxylic acid esters"	0.901	"Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	271.154	1082	18.036	"673189597408986852"	"673151047686388599"	"2065"	
1	"C13H25N2O3P"	"[M + K]+"	"C13H25KN2O3P+"	"Alkaloids"	0.365	"Pseudoalkaloids (transamidation)"	0.217	"Aminoacids"	0.022	"Organic acids and derivatives"	0.777	"Carboxylic acids and derivatives"	0.534					"Carboxylic acids and derivatives"	0.534	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	327.120	1082	18.038	"673189623698886619"	"673151047711554428"	"2066"	
1	"C10H18O4"	"[M - H2O + H]+"	"C10H17O3+"	"Fatty acids"	0.878	"Fatty esters"	0.269	"Lactones"	0.146	"Organic acids and derivatives"	0.921	"Carboxylic acids and derivatives"	0.905	"Carboxylic acid derivatives"	0.684	"Carboxylic acid esters"	0.658	"Carboxylic acid esters"	0.658	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	185.117	1082	18.040	"673189595597047330"	"673151047736720257"	"2067"	
4	"C21H19N3O"	"[M - H2O + H]+"	"C21H18N3+"	"Alkaloids"	0.911	"Tryptophan alkaloids"	0.788	"Carboline alkaloids"	0.126	"Organoheterocyclic compounds"	0.965	"Indoles and derivatives"	0.587	"Indoles"	0.657			"Indoles"	0.657	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Substituted pyrroles; Benzene and substituted derivatives; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	312.150	1082	18.041	"673189604698688360"	"673151047787051915"	"2069"	
10	"C14H16N8O"	"[M + H]+"	"C14H17N8O+"	"Alkaloids"	0.873	"Pseudoalkaloids (transamidation)"	0.302	"Purine alkaloids"	0.583	"Organic nitrogen compounds"	1.000	"Organonitrogen compounds"	1.000	"Amines"	0.955	"Tertiary amines"	0.666	"Dialkylarylamines"	0.538	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	313.152	1082	18.042	"673189590630990135"	"673151047610891112"	"2061"	
1	"C16H33NO7"	"[M - H2O + H]+"	"C16H32NO6+"	"Fatty acids"	0.981	"Fatty amides"	0.777	"N-acyl amines"	0.655	"Organic acids and derivatives"	0.986	"Carboxylic acids and derivatives"	0.979	"Amino acids, peptides, and analogues"	0.506	"Amino acids and derivatives"	0.508	"Amino acids and derivatives"	0.508	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	334.222	1082	18.042	"673189588185710390"	"673151047636056941"	"2062"	
1	"C35H43N3O7"	"[M - H2O + H]+"	"C35H42N3O6+"	"Polyketides"	0.416	"Macrolides"	0.610	"Open-chain polyketides"	0.193	"Lipids and lipid-like molecules"	0.671	"Fatty Acyls"	0.518					"Fatty Acyls"	0.518	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	600.306	1083	18.049	"673189594623968645"	"673151047833189269"	"2071"	
1	"C23H35N9O8S"	"[M + H3N + H]+"	"C23H39N10O8S+"	"Carbohydrates"	0.754	"Oligopeptides"	0.661	"Cyclamides"	0.596	"Benzenoids"	0.505	"Benzene and substituted derivatives"	0.579					"Benzene and substituted derivatives"	0.579	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	615.269	1083	18.049	"673189610700737699"	"673151047854160794"	"2072"	
1	"C29H30O14"	"[M - H2O + H]+"	"C29H29O13+"	"Shikimates and Phenylpropanoids"	0.994	"Phenolic acids (C6-C1)"	0.897	"Gallotannins"	0.939	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	1.000	"Glycosyl compounds"	0.680	"Phenolic glycosides"	0.504	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Galloyl esters; Aryl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	585.160	1084	18.067	"673189704086926942"	"673151047904492452"	"2074"	
2	"C33H28O18"	"[M + Na]+"	"C33H28NaO18+"	"Shikimates and Phenylpropanoids"	0.925	"Flavonoids"	0.825	"Acyl phloroglucinols"	0.336	"Phenylpropanoids and polyketides"	0.938	"Flavonoids"	0.787	"Flavonoid glycosides"	0.573			"Flavonoid glycosides"	0.573	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Flavans; Pyrogallols and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenediols; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; Galloyl esters; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	735.119	1087	18.110	"673189638152459100"	"673151047925463977"	"2075"	
2	"C21H36O10"	"[M + Na]+"	"C21H36NaO10+"	"Fatty acids"	0.452	"Fatty acyl glycosides"	0.456	"Macrolide lactones"	0.197	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.789	"Glycosyl compounds"	0.499	"O-glycosyl compounds"	0.547	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	471.220	1088	18.136	"673189596045837915"	"673151047950629806"	"2077"	
1	"C15H18O7"	"[M - H2O + H]+"	"C15H17O6+"	"Shikimates and Phenylpropanoids"	0.366	"Phenylpropanoids (C6-C3)"	0.569	"Cinnamic acids and derivatives"	0.492	"Phenylpropanoids and polyketides"	0.919	"Cinnamic acids and derivatives"	0.969	"Cinnamic acid esters"	0.967	"O-cinnamoyl glycosides"	0.964	"O-cinnamoyl glycosides"	0.964	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	293.102	1090	18.168	"673189602450541227"	"673151047975795635"	"2078"	
