confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
416	1	1	1	1	0.09119280065896086	-35.639157945299615	0.9999999999999999	71.3154775069108	C9H10O3	[M + H]+	WXSGQHKHUYTJNB	InChI=1S/C9H10O3/c1-11-8-4-3-5-9(12-2)7(8)6-10/h3-6H,1-2H3	2,6-Dimethoxybenzaldehyde	COC1=C(C(=CC=C1)OC)C=O	1.55007482	96404	NORMAN:(NS00029575);PubChem class - safety and toxic;PubChem:(96404)	67371010	167.07068	78.77226562499999	73_Fototroficos_analisis_3_muestrascompletas_estadi_170	170
417	1	1	1	1	0.09058674480729162	-86.6685114358213	0.9999999999999999	136.37910810715454	C13H20O2	[M + H]+	GSTVTHMQXVKNQF	InChI=1S/C13H20O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h7,12H,5-6,8H2,1-4H3	3-Oxo-7,8-dihydro-.alpha.-ionone	CC1=CC(=O)CC(C1CCC(=O)C)(C)C	1.39999998	592057	NORMAN:(NS00060559);COCONUT:(CNP0205660);KNApSAcK:(48295);Natural Products:(UNPD104658);PubChem:(592057);SuperNatural:(SN00376682);YMDB Mine	34363179026	209.154	276.675	274_Fototroficos_analisis_3_muestrascompletas_estadi_681	681
418	1	1	1	1	0.09020283117406634	-250.01283126441427	0.9999999999999999	38.260606161926574	C31H56N4O8	[M + H]+	ZAHZICPCRWOYOC	InChI=1S/C31H56N4O8/c1-5-22(3)28(34-24(36)16-18-26(38)39)30(42)32-20-14-12-10-8-7-9-11-13-15-21-33-31(43)29(23(4)6-2)35-25(37)17-19-27(40)41/h22-23,28-29H,5-21H2,1-4H3,(H,32,42)(H,33,43)(H,34,36)(H,35,37)(H,38,39)(H,40,41)	null	CCC(C)C(C(=O)NCCCCCCCCCCCNC(=O)C(C(C)CC)NC(=O)CCC(=O)O)NC(=O)CCC(=O)O	4.0	89427791	PubChem:(89427791)	2	613.41839	283.24	281_Fototroficos_analisis_3_muestrascompletas_estadi_699	699
419	1	2	1	1	0.09015106148550334	-53.081354382446065	0.43015075376884426	6.0758076187923304	C17H30N4O5	[M + Na]+	GWALLXYGCKWBIP	InChI=1S/C17H30N4O5/c1-9(2)8-12(17(25)26)20-14(22)11(4)19-15(23)13-6-5-7-21(13)16(24)10(3)18/h9-13H,5-8,18H2,1-4H3,(H,19,23)(H,20,22)(H,25,26)	2-[2-[[1-(2-aminopropanoyl)pyrrolidine-2-carbonyl]amino]propanoylamino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(C)N	-0.14649494	18238142	PubChem:(18238142)	2	393.2103	80.5620537570756	81_Fototroficos_analisis_3_muestrascompletas_estadi_181	181
420	1	1	1	1	0.08945283309025734	-12.373822848751361	0.9999999999999999	4019.491160951723	C53H98O6	[M + H3N + H]+	HTGAUBMLVQRATC	InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-32-35-38-41-44-47-53(56)59-50(48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2)49-58-52(55)46-43-40-37-34-31-28-24-21-18-15-12-9-6-3/h16,19,25-26,50H,4-15,17-18,20-24,27-49H2,1-3H3	null	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC	21.3999996	13783386;13783387;53895204	COCONUT:(CNP0384034);HMDB:(31122 44249);Natural Products:(UNPD21628);PubChem:(13783386 13783387 53895204);SuperNatural:(SN00308928);PubChem class - bio and metabolites;Lipid:(TG(16:0_18:2_16:0))	4314923018	848.77252	956.69	706_Fototroficos_analisis_3_muestrascompletas_estadi_1933	1933
421	1	1	1	1	0.08926333479907869	-138.31904227539368	0.9984924623115577	39.25310430421191	C23H38N2O3	[M + H]+	YSXBPGYYWQNQHE	InChI=1S/C23H38N2O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-22(27)24-19-23(28)25-20-15-17-21(26)18-16-20/h15-18,26H,2-14,19H2,1H3,(H,24,27)(H,25,28)	N-[2-(4-hydroxyanilino)-2-oxoethyl]pentadecanamide	CCCCCCCCCCCCCCC(=O)NCC(=O)NC1=CC=C(C=C1)O	6.9000001	22082469	PubChem:(22082469)	2	391.29644	387.485	355_Fototroficos_analisis_3_muestrascompletas_estadi_993	993
422	1	1	1	1	0.08908150745608397	-35.65981892531373	0.9999999999999999	5.992615814136787	C20H43NO2	[M + H]+	MJWIPTSHMLSLFE	InChI=1S/C20H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-21(17-19-22)18-20-23/h22-23H,2-20H2,1H3	N-Hexadecyl diethanolamine	CCCCCCCCCCCCCCCCN(CCO)CCO	6.5999999	110620;18346926	NORMAN:(NS00026193);PubChem class - safety and toxic;PubChem:(110620 18346926)	67371010	330.33755	621.3	416_Fototroficos_analisis_3_muestrascompletas_estadi_1201	1201
423	1	1	1	1	0.08774729219247203	-71.68080360127263	0.9999999999999999	19.881721291551244	C16H35NO	[M + H]+	ZUEIVCHBEQAIAL	InChI=1S/C16H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-15-16-18/h17-18H,2-16H2,1H3	2-(Tetradecylamino)ethanol	CCCCCCCCCCCCCCNCCO	5.80000019	71874	NORMAN:(NS00027954);PubChem:(71874);PubMed	262210	258.27958	1179.43984375	782_Fototroficos_analisis_3_muestrascompletas_estadi_2914	2914
424	1	1	1	1	0.0870986771533846	-99.66922270921988	0.9999999999999999	135.12702465190253	C14H16O4	[M + H]+	LEFZYNPDRAZFDI	InChI=1S/C14H16O4/c1-16-12-9-11(7-5-4-6-8-15)10-13(17-2)14(12)18-3/h4-10H,1-3H3	null	COC1=CC(=CC(=C1OC)OC)C=CC=CC=O	2.53380275	12514234;85440588	PubChem:(12514234 85440588)	2	249.11236	176.57279053727706	193_Fototroficos_analisis_3_muestrascompletas_estadi_386	386
425	1	1	1	2	0.08657917841498457	-29.50505787581475	0.15829145728643215	6.722895498922469	C9H7N	[M + H]+	AWJUIBRHMBBTKR	InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H	2-Benzanine	C1=CC=C2C=NC=CC2=C1	1.94605601	8405;5251259;12208317;18641168;21824710;21824711;101013134;134989933	HMDB:(34244);PubChem class - food;SuperNatural:(SN00331715);ZINC bio:(ZINC00896098);additional;MeSH:(8405);Plantcyc:(ISOQUINOLINE);PubMed;NORMAN:(NS00010835);COCONUT:(CNP0263666);Natural Products:(UNPD13886);PubChem:(8405 5251259 12208317 18641168 21824710 21824711 101013134 134989933);CHEBI:(16092);PubChem class - bio and metabolites;KEGG:(C06323);PubChem class - safety and toxic;Training Set;Biocyc:(ISOQUINOLINE)	222226798	130.06544	59.004999999999995	45_Fototroficos_analisis_3_muestrascompletas_estadi_119	119
426	1	1	1	1	0.08605029408863378	-23.919630293259313	0.9999999999999999	53.05609100976096	C18H36O5	[M - H2O + H]+	CDWBHGXGXFTKRD	InChI=1S/C18H36O5/c1-2-3-7-10-15(19)13-14-17(21)16(20)11-8-5-4-6-9-12-18(22)23/h15-17,19-21H,2-14H2,1H3,(H,22,23)	null	CCCCCC(CCC(C(CCCCCCCC(=O)O)O)O)O	3.5999999	45359277	COCONUT:(CNP0306879);HMDB:(30935);Natural Products:(UNPD114984);PubChem:(45359277);PubChem class - bio and metabolites;KEGG Mine	8608841738	315.2536	402.81500000000005	369_Fototroficos_analisis_3_muestrascompletas_estadi_1032	1032
427	1	1	1	2	0.08526748306766385	-112.9877238309787	0.9371859296482413	6.778542867302869	C8H16N6O	[M + H]+	WJTNQKVDJSXESM	InChI=1S/C8H16N6O/c1-3-4-5-10-6-11-7(14-9)13-8(12-6)15-2/h3-5,9H2,1-2H3,(H2,10,11,12,13,14)	null	CCCCNC1=NC(=NC(=N1)OC)NN	1.39999998	80932777	PubChem:(80932777)	2	213.14652	329.15	324_Fototroficos_analisis_3_muestrascompletas_estadi_870	870
428	1	1	1	1	0.08434867746517992	-260.38877174222574	0.0	32.549783485539166	C34H60O6	[M + Na]+	ZISCHLXGAMSNGF	InChI=1S/C34H60O6/c1-31(2)19-23-17-24-20-32(3,4)28(23)38-14-10-36-12-16-40-30-26-18-25(21-34(30,7)8)29(33(5,6)22-26)39-15-11-35-9-13-37-27(24)31/h23-30H,9-22H2,1-8H3	null	CC1(CC2CC3C1OCCOCCOC4C5CC(CC4(C)C)C(C(C5)(C)C)OCCOCCOC2C(C3)(C)C)C	6.4000001	14569428	PubChem:(14569428)	2	587.42552	801.375	577_Fototroficos_analisis_3_muestrascompletas_estadi_1581	1581
429	1	1	1	1	0.08331781082056816	-33.801436147269136	0.9999999999999999	65.31604588658718	C9H10O3	[M + H]+	WJUFSDZVCOTFON	InChI=1S/C9H10O3/c1-11-8-4-3-7(6-10)5-9(8)12-2/h3-6H,1-2H3	Veratral	COC1=C(C=C(C=C1)C=O)OC	1.55007482	8419;12198012;12198015;45039057;56933525;57607859;57607862;57607868;57792118;71309610;71309611;87229007;101137816;129646600;135037950	HMDB:(32138);PubChem class - food;SuperNatural:(SN00117465);ZINC bio:(ZINC00155456);additional;MeSH:(8419);Plantcyc:(VERATRALDEHYDE);PubMed;NORMAN:(NS00013328);COCONUT:(CNP0216130);KNApSAcK:(51592);Natural Products:(UNPD118415);PubChem:(8419 12198012 12198015 45039057 56933525 57607859 57607862 57607868 57792118 71309610 71309611 87229007 101137816 129646600 135037950);YMDB Mine;CHEBI:(17098);PubChem class - bio and metabolites;KEGG:(C02201);PubChem class - safety and toxic;Training Set;Biocyc:(VERATRALDEHYDE)	34581965182	167.07064	132.79625	154_Fototroficos_analisis_3_muestrascompletas_estadi_289	289
430	1	2	1	2	0.0830834259597339	-103.1822658208662	0.015075376884422112	20.708498275953012	C33H70NO5P	[M + Na]+	XVHOPOSDVUDDTE	InChI=1S/C33H70NO5P/c1-3-5-7-9-11-13-15-17-19-21-23-25-28-37-31-33(32-39-40(35,36)30-27-34)38-29-26-24-22-20-18-16-14-12-10-8-6-4-2/h33H,3-32,34H2,1-2H3,(H,35,36)	null	CCCCCCCCCCCCCCOCC(COP(=O)(CCN)O)OCCCCCCCCCCCCCC	8.80000019	101636906;101639917	PubChem:(101636906 101639917)	2	614.48539	780.735	557_Fototroficos_analisis_3_muestrascompletas_estadi_1532	1532
431	1	1	2	6	0.08300794746736101	-87.77125378069415	0.728140703517588	47.80987962736107	C14H13NO2	[M + H]+	RQPTWBAIQNCYPL	InChI=1S/C14H13NO2/c16-14(17)10-11-6-8-13(9-7-11)15-12-4-2-1-3-5-12/h1-9,15H,10H2,(H,16,17)	null	C1=CC=C(C=C1)NC2=CC=C(C=C2)CC(=O)O	2.95427656	54086227	PubChem:(54086227)	2	228.10232	286.1267364501953	287_Fototroficos_analisis_3_muestrascompletas_estadi_710	710
432	1	1	3	3	0.08291660449518219	-13.961316792757215	0.9999999999999999	183.72826672483208	C18H32O3	[M + H]+	CCPPLLJZDQAOHD	InChI=1S/C18H32O3/c1-2-3-10-13-16-17(21-16)14-11-8-6-4-5-7-9-12-15-18(19)20/h8,11,16-17H,2-7,9-10,12-15H2,1H3,(H,19,20)	Vernoleate	CCCCCC1C(O1)CC=CCCCCCCCC(=O)O	5.5999999	1416;176959;3080555;5281128;5283014;5356421;6449780;12444770;12444771;12444772;25246088;40491781;40491779;40491783;51399535;53714214;89013300;100958169	HMDB:(4702);SuperNatural:(SN00395335 SN00403814 SN00011374 SN00011375 SN00011373 SN00383578 SN00396250 SN00006921);ZINC bio:(ZINC04097549 ZINC04726635 ZINC04726636 ZINC04726637);additional;MeSH:(176959 5281128 5283014 5356421 6449780);Plantcyc:(CPD-14396);PubMed;COCONUT:(CNP0054649 CNP0161030);KNApSAcK:(1241);Natural Products:(UNPD88637 UNPD117438 UNPD80238 UNPD174226 UNPD185253);PubChem:(1416 176959 3080555 5281128 5283014 5356421 6449780 12444770 12444771 12444772 25246088 40491781 40491779 40491783 51399535 53714214 89013300 100958169);YMDB Mine;CHEBI:(38300 38299 84026 27706);PubChem class - bio and metabolites;KEGG:(C14826 C08368);Training Set;Biocyc:(CPD-14397 CPD-14396)	34380376446	297.24293	402.988671875	370_Fototroficos_analisis_3_muestrascompletas_estadi_1033	1033
433	1	1	1	1	0.08183821058826184	-187.0005715654773	0.9999999999999999	24.356254789097893	C22H46O5	[M + H]+	XVPAQOIEOYUERP	InChI=1S/C22H46O5/c1-3-5-7-9-11-13-15-25-19-21(17-23)27-22(18-24)20-26-16-14-12-10-8-6-4-2/h21-24H,3-20H2,1-2H3	null	CCCCCCCCOCC(CO)OC(CO)COCCCCCCCC	5.4000001	18185282	PubChem:(18185282)	2	391.34253	842.5799999999999	654_Fototroficos_analisis_3_muestrascompletas_estadi_1725	1725
434	1	1	1	1	0.08113513765080367	-59.812278723675085	0.9999999999999999	10.259171373233514	C20H43NO	[M + H]+	WZDWLJNJVDWGPG	InChI=1S/C20H43NO/c1-2-3-4-5-12-15-18-21-19-16-13-10-8-6-7-9-11-14-17-20-22/h21-22H,2-20H2,1H3	12-(octylamino)dodecan-1-ol	CCCCCCCCNCCCCCCCCCCCCO	7.03451872	20069740	PubChem:(20069740)	2	314.34242	753.86	542_Fototroficos_analisis_3_muestrascompletas_estadi_1496	1496
435	1	1	1	1	0.08092234232161562	-184.65290748784435	0.9999999999999999	72.95349239766364	C15H22N2O6	[M + H]+	NYSOQBNGTOJAJC	InChI=1S/C15H22N2O6/c1-20-11-4-6-12(7-5-11)23-10-14(19)16-8-13(18)17-9-15(21-2)22-3/h4-7,15H,8-10H2,1-3H3,(H,16,19)(H,17,18)	null	COC1=CC=C(C=C1)OCC(=O)NCC(=O)NCC(OC)OC	0.400000006	84423486	PubChem:(84423486)	2	327.15664	145.8725	166_Fototroficos_analisis_3_muestrascompletas_estadi_311	311
436	1	1	1	1	0.08020425889092252	-293.4795310022895	0.9999999999999999	2.034996748103337	C14H12F2N2O2	[M + H]+	OBETVXNAZVUMBD	InChI=1S/C14H12F2N2O2/c15-10-5-6-13(11(16)7-10)18-14(20)17-12-4-2-1-3-9(12)8-19/h1-7,19H,8H2,(H2,17,18,20)	null	C1=CC=C(C(=C1)CO)NC(=O)NC2=C(C=C(C=C2)F)F	2.4000001	61497709	PubChem:(61497709)	2	279.09389	954.9294262695313	705_Fototroficos_analisis_3_muestrascompletas_estadi_1929	1929
437	1	1	1	1	0.0800290461646171	-174.61515960565768	0.04321608040201005	36.69087992758613	C22H28O11	[M + Na]+	XBGOLQCGTNLEFJ	InChI=1S/C22H28O11/c1-11-7-8-16(17(9-11)27-6)32-22-21(31-15(5)26)20(30-14(4)25)19(29-13(3)24)18(33-22)10-28-12(2)23/h7-9,18-22H,10H2,1-6H3	null	CC1=CC(=C(C=C1)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC	1.79999995	123931713	PubChem:(123931713)	2	491.15363	101.84336650139144	116_Fototroficos_analisis_3_muestrascompletas_estadi_228	228
438	1	1	1	1	0.07925592124859925	-372.8126483101898	0.9989949748743718	5.44526939617628	C31H43N3O5	[M + H]+	HBVUWYWVEVAUTF	InChI=1S/C31H43N3O5/c1-9-20-34(29(36)26(21(4)10-2)33-30(37)39-31(5,6)7)27(23-14-12-22(11-3)13-15-23)28(35)32-24-16-18-25(38-8)19-17-24/h9,12-19,21,26-27H,1,10-11,20H2,2-8H3,(H,32,35)(H,33,37)	tert-butyl N-[1-[[1-(4-ethylphenyl)-2-(4-methoxyanilino)-2-oxoethyl]-prop-2-enylamino]-3-methyl-1-oxopentan-2-yl]carbamate	CCC1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)OC)N(CC=C)C(=O)C(C(C)CC)NC(=O)OC(C)(C)C	6.19999981	18022084	PubChem:(18022084)	2	538.32815	284.81	285_Fototroficos_analisis_3_muestrascompletas_estadi_706	706
439	1	1	1	1	0.07920021145021867	-53.03739881083939	0.9999999999999999	44.034262585540944	C8H8O2	[M + H]+	PKZJLOCLABXVMC	InChI=1S/C8H8O2/c1-10-8-5-3-2-4-7(8)6-9/h2-6H,1H3	2-Anisaldehyde	COC1=CC=CC=C1C=O	1.56314135	8658;12198196;57208351;59897777;59897785	HMDB:(33766);PubChem class - food;SuperNatural:(SN00156094);ZINC bio:(ZINC01090557);additional;PubMed;NORMAN:(NS00011981);COCONUT:(CNP0183883);Natural Products:(UNPD131795);PubChem:(8658 12198196 57208351 59897777 59897785);PubChem class - bio and metabolites;PubChem class - safety and toxic;KEGG Mine	8812011594	137.06001	78.7871097946167	76_Fototroficos_analisis_3_muestrascompletas_estadi_174	174
440	1	1	1	2	0.07795518111336627	-378.94148092802624	0.9839195979899498	29.623422223480226	C34H67N5O8	[M + H]+	JDSJSKASBROHLN	InChI=1S/C34H67N5O8/c1-31(2,3)44-27(40)36-20-17-24-37(28(41)45-32(4,5)6)22-15-16-23-39(30(43)47-34(10,11)12)26-18-25-38(21-14-13-19-35)29(42)46-33(7,8)9/h13-26,35H2,1-12H3,(H,36,40)	null	CC(C)(C)OC(=O)NCCCN(CCCCN(CCCN(CCCCN)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C	4.80000019	10995997	PubChem:(10995997)	2	674.5059	523.4925000000001	398_Fototroficos_analisis_3_muestrascompletas_estadi_1146	1146
441	1	1	1	1	0.0777718613346593	-514.1949145634795	0.9954773869346734	5.411989753817464	C33H47N3O6	[M + H3N + H]+	GLNZMQWOJQCUJZ	InChI=1S/C33H47N3O6/c1-8-19-34(23-13-15-24(16-14-23)41-10-3)28(38)25-26-29(39)35(21-11-12-22-37)27(33(26)18-17-32(25,7)42-33)30(40)36(20-9-2)31(4,5)6/h8-9,13-16,25-27,37H,1-2,10-12,17-22H2,3-7H3	null	CCOC1=CC=C(C=C1)N(CC=C)C(=O)C2C3C(=O)N(C(C34CCC2(O4)C)C(=O)N(CC=C)C(C)(C)C)CCCCO	2.9000001	24063389;24145638	PubChem:(24063389 24145638)	2	599.38109	293.97875	298_Fototroficos_analisis_3_muestrascompletas_estadi_733	733
442	1	1	1	1	0.07737609103319246	-603.6316421509241	0.011557788944723618	31.532791105415097	C34H65N5O8	[M + H]+	IAIWYORRDQRLKO	InChI=1S/C34H65N5O8/c1-3-5-7-9-11-13-15-17-19-35-30(40)25-38(28-33(44)45)23-21-37(27-32(42)43)22-24-39(29-34(46)47)26-31(41)36-20-18-16-14-12-10-8-6-4-2/h3-29H2,1-2H3,(H,35,40)(H,36,41)(H,42,43)(H,44,45)(H,46,47)	2-[bis[2-[carboxymethyl-[2-(decylamino)-2-oxoethyl]amino]ethyl]amino]acetic acid	CCCCCCCCCCNC(=O)CN(CCN(CCN(CC(=O)NCCCCCCCCCC)CC(=O)O)CC(=O)O)CC(=O)O	0.0	19910272	PubChem:(19910272)	2	672.49058	782.4549999999999	558_Fototroficos_analisis_3_muestrascompletas_estadi_1535	1535
443	1	1	1	1	0.07376992465708154	-49.08253856874344	0.9994974874371859	43.955513627912	C12H11N	[M + H]+	LSLINHIQASIDIY	InChI=1S/C12H11N/c1-3-11-6-5-10-8-9(2)4-7-12(10)13-11/h3-8H,1H2,2H3	null	CC1=CC2=C(C=C1)N=C(C=C2)C=C	3.4000001	44609991	PubChem:(44609991)	2	170.0967	119.36578397989273	141_Fototroficos_analisis_3_muestrascompletas_estadi_270	270
444	1	1	1	1	0.0720440959472451	-88.20359025467391	0.9999999999999999	46.424966640057406	C22H46O5	[M + H3N + H]+	OARYCGKAYBBHAM	InChI=1S/C22H46O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-24-17-19-26-21-22-27-20-18-25-16-14-23/h23H,2-22H2,1H3	Tetradecyltetraglycol	CCCCCCCCCCCCCCOCCOCCOCCOCCO	5.21011734	4649131	PubChem:(4649131);PubChem class - safety and toxic	67108866	408.36899	842.345	652_Fototroficos_analisis_3_muestrascompletas_estadi_1723	1723
445	1	1	1	1	0.07199808879080813	-15.858207267743689	0.9984924623115577	5.926251540454032	C24H38O4	[M + Na]+	LMMXLFMAYGDFRA	InChI=1S/C24H38O4/c1-3-5-7-8-9-10-11-12-16-20-28-24(26)22-18-14-13-17-21(22)23(25)27-19-15-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3	1,2-Benzenedicarboxylic acid, pentyl undecyl ester	CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC	7.86618376	20837124	PubChem:(20837124)	2	413.26697	952.77	704_Fototroficos_analisis_3_muestrascompletas_estadi_1928	1928
446	1	1	1	1	0.07143638356173625	-612.3555468676642	0.0	29.93172783749447	C13H21ClN4O3S2	[M + H]+	MGEJUTFMUFXRBJ	InChI=1S/C13H21ClN4O3S2/c1-17-5-6-18(2)10(9-17)7-15-12(19)8-16-23(20,21)13-4-3-11(14)22-13/h3-4,10,16H,5-9H2,1-2H3,(H,15,19)	null	CN1CCN(C(C1)CNC(=O)CNS(=O)(=O)C2=CC=C(S2)Cl)C	1.10000002	127305233	PubChem:(127305233)	2	381.0806	45.440937500000004	29_Fototroficos_analisis_3_muestrascompletas_estadi_71	71
447	1	1	1	3	0.0710013315642907	-404.3685287019093	0.4984924623115579	32.171234424217786	C42H82N4O8	[M + Na]+	XIPNCBUVVJNZMY	InChI=1S/C42H82N4O8/c1-34(2)38(9)43-14-13-18-47-22-26-51-30-42(31-52-27-23-48-19-15-44-39(10)35(3)4,32-53-28-24-49-20-16-45-40(11)36(5)6)33-54-29-25-50-21-17-46-41(12)37(7)8/h34-37H,13-33H2,1-12H3	3-methyl-N-[3-[2-[3-[2-[2-(3-methylbutan-2-ylideneamino)ethoxy]ethoxy]-2,2-bis[2-[2-(3-methylbutan-2-ylideneamino)ethoxy]ethoxymethyl]propoxy]ethoxy]propyl]butan-2-imine	CC(C)C(=NCCCOCCOCC(COCCOCCN=C(C)C(C)C)(COCCOCCN=C(C)C(C)C)COCCOCCN=C(C)C(C)C)C	3.0	59273594	PubChem:(59273594)	2	793.60172	324.775	318_Fototroficos_analisis_3_muestrascompletas_estadi_856	856
448	1	3	1	3	0.06974563139574255	-156.71406834477253	0.03768844221105527	45.60348176487612	C24H49O4P	[M + Na]+	NNNKQJRQCIZAPQ	InChI=1S/C24H49O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-27-29(25,26)28-24-21-18-17-19-22-24/h24H,2-23H2,1H3,(H,25,26)	null	CCCCCCCCCCCCCCCCCCOP(=O)(O)OC1CCCCC1	9.60000038	70389067	PubChem:(70389067)	2	455.32539	765.15	546_Fototroficos_analisis_3_muestrascompletas_estadi_1512	1512
449	1	1	1	1	0.06969868244871122	-74.63572649252662	0.9999999999999999	1.1344564004772706	C20H43N	[M + H]+	GMTCPFCMAHMEMT	InChI=1S/C20H43N/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h21H,3-20H2,1-2H3	Didecylamine	CCCCCCCCCCNCCCCCCCCCC	8.80000019	14261;21470588	NORMAN:(NS00005487);PubChem class - safety and toxic;PubChem:(14261 21470588);PubMed	67371074	298.34746	697.2431971168519	449_Fototroficos_analisis_3_muestrascompletas_estadi_1319	1319
450	1	1	1	1	0.06895592356100248	-39.260548225000655	0.9999999999999999	41.20495928042199	C10H19N	[M + H3N + H]+	MGMVFVWBJDUMFU	InChI=1S/C10H19N/c11-7-10(8-3-1-4-8)9-5-2-6-9/h8-10H,1-7,11H2	null	C1CC(C1)C(CN)C2CCC2	2.9000001	83671341	PubChem:(83671341)	2	171.18606	44.19	24_Fototroficos_analisis_3_muestrascompletas_estadi_64	64
451	1	1	1	1	0.06795642044114567	-108.87975856461397	0.9989949748743718	27.214316462047513	C14H33N2OP	[M + Na]+	ZCBHMLFQWYDYRP	InChI=1S/C14H33N2OP/c1-2-3-4-5-6-7-12-18(17,13-8-10-15)14-9-11-16/h2-16H2,1H3	null	CCCCCCCCP(=O)(CCCN)CCCN	1.60000002	101056112	PubChem:(101056112)	2	299.22136	44.85	28_Fototroficos_analisis_3_muestrascompletas_estadi_70	70
452	1	1	1	2	0.06750950664744022	-232.75232015693038	0.9261306532663317	20.374700768915304	C11H11BrClNO3S3	[M + K]+	ZQGXPCMEEAHFET	InChI=1S/C11H11BrClNO3S3/c12-11-9(5-8(6-15)19-11)20(16,17)14-4-3-7-1-2-10(13)18-7/h1-2,5,14-15H,3-4,6H2	null	C1=C(SC(=C1)Cl)CCNS(=O)(=O)C2=C(SC(=C2)CO)Br	3.4000001	106044299	PubChem:(106044299)	2	453.84237	669.575	432_Fototroficos_analisis_3_muestrascompletas_estadi_1256	1256
453	1	1	1	1	0.06738083902168795	-168.1043122573736	0.9999999999999999	36.583154696503094	C24H50O6	[M + H]+	PZXFPXAPDWZDBA	InChI=1S/C24H50O6/c1-3-5-7-9-11-13-15-17-29-23(21(27)19-25)24(22(28)20-26)30-18-16-14-12-10-8-6-4-2/h21-28H,3-20H2,1-2H3	null	CCCCCCCCCOC(C(CO)O)C(C(CO)O)OCCCCCCCCC	5.4000001	137542329	PubChem:(137542329)	2	435.36896	840.8675	650_Fototroficos_analisis_3_muestrascompletas_estadi_1720	1720
454	1	1	1	2	0.06576205644942623	-212.10976678066493	0.9829145728643216	10.464933089457618	C36H73NO9	[M + H]+	DTKJQKQFDUDXSS	InChI=1S/C36H73NO9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-38-21-23-40-25-27-42-29-31-44-33-35-46-36-34-45-32-30-43-28-26-41-24-22-39-20-18-37/h12-13H,2-11,14-37H2,1H3	null	CCCCCCCCCCCC=CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN	5.9000001	139594806	PubChem:(139594806)	2	664.53616	1038.1325	740_Fototroficos_analisis_3_muestrascompletas_estadi_2381	2381
455	1	1	1	1	0.06466110367384235	-71.42507109251234	0.9944723618090453	12.867136513616597	C28H38O14	[M + Na]+	UAWIBXORCBDCBZ	InChI=1S/C28H38O14/c1-36-16-8-14(6-5-7-29)9-17(37-2)26(16)40-20(12-30)22(32)15-10-18(38-3)27(19(11-15)39-4)42-28-25(35)24(34)23(33)21(13-31)41-28/h5-6,8-11,20-25,28-35H,7,12-13H2,1-4H3	null	COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C(=C2)OC)OC3C(C(C(C(O3)CO)O)O)O)OC)O)OC)C=CCO	-0.400000006	10077272;122203700	COCONUT:(CNP0238789);Natural Products:(UNPD215654);PubChem:(10077272 122203700)	2129922	621.21724	165.565	183_Fototroficos_analisis_3_muestrascompletas_estadi_352	352
456	1	2	1	2	0.06429864865690317	-180.17614280207775	0.7743718592964826	32.63702213464026	C32H66O11	[M + H3N + H]+	BCRAVCSUHRMWFN	InChI=1S/C32H66O11/c1-12-34-24(3)14-36-26(5)16-38-28(7)18-40-30(9)20-42-32(11)22-43-31(10)21-41-29(8)19-39-27(6)17-37-25(4)15-35-23(2)13-33/h23-33H,12-22H2,1-11H3	null	CCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO	2.79999995	88730602	PubChem:(88730602)	2	644.49506	726.564150390625	516_Fototroficos_analisis_3_muestrascompletas_estadi_1450	1450
